ID,Name,Name_DE,Ing,Icon,Form,Type1,Type2,Generation,Hight,Gewicht,Pre_Evo,Post_Evo,Evo_Typ
566,Flapteryx,Archen,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/566.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/566.png,,Rock,Flying,5,0.5,9.5,,Archeops,LevelUp
567,Aeropteryx,Archeops,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/567.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/567.png,,Rock,Flying,5,1.4,32,Archen,,LevelUp
568,Unratütox,Trubbish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/568.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/568.png,,Poison,,5,0.6,31,,Garbodor,LevelUp
569,Deponitox,Garbodor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/569.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/569.png,,Poison,,5,1.9,107.3,Trubbish,,LevelUp
570,Zorua,Zorua,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/570.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/570.png,,Dark,,5,0.7,12.5,,Zoroark,LevelUp
571,Zoroark,Zoroark,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/571.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/571.png,,Dark,,5,1.6,81.1,Zorua,,LevelUp
572,Picochilla,Minccino,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/572.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/572.png,,Normal,,5,0.4,5.8,,Cinccino,LevelUp
573,Chillabell,Cinccino,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/573.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/573.png,,Normal,,5,0.5,7.5,Minccino,,useItem
574,Mollimorba,Gothita,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/574.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/574.png,,Psychic,,5,0.4,5.8,,Gothorita,LevelUp
575,Hypnomorba,Gothorita,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/575.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/575.png,,Psychic,,5,0.7,18,Gothita,Gothitelle,LevelUp
576,Morbitesse,Gothitelle,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/576.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/576.png,,Psychic,,5,1.5,44,Gothorita,,LevelUp
577,Monozyto,Solosis,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/577.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/577.png,,Psychic,,5,0.3,1,,Duosion,LevelUp
578,Mitodos,Duosion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/578.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/578.png,,Psychic,,5,0.6,8,Solosis,Reuniclus,LevelUp
579,Zytomega,Reuniclus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/579.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/579.png,,Psychic,,5,1,20.1,Duosion,,LevelUp
580,Piccolente,Ducklett,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/580.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/580.png,,Water,Flying,5,0.5,5.5,,Swanna,LevelUp
581,Swaroness,Swanna,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/581.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/581.png,,Water,Flying,5,1.3,24.2,Ducklett,,LevelUp
582,Gelatini,Vanillite,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/582.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/582.png,,Ice,,5,0.4,5.7,,Vanillish,LevelUp
583,Gelatroppo,Vanillish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/583.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/583.png,,Ice,,5,1.1,41,Vanillite,Vanilluxe,LevelUp
584,Gelatwino,Vanilluxe,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/584.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/584.png,,Ice,,5,1.3,57.5,Vanillish,,LevelUp
585,Sesokitz,Deerling,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/585.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/585.png,,Normal,Grass,5,0.6,19.5,,Sawsbuck,LevelUp
586,Kronjuwild,Sawsbuck,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/586.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/586.png,,Normal,Grass,5,1.9,92.5,Deerling,,LevelUp
587,Emolga,Emolga,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/587.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/587.png,,Electric,Flying,5,0.4,5,,,LevelUp
588,Laukaps,Karrablast,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/588.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/588.png,,Bug,,5,0.5,5.9,,Escavalier,LevelUp
589,Cavalanzas,Escavalier,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/589.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/589.png,,Bug,Steel,5,1,33,Karrablast,,trade
590,Tarnpignon,Foongus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/590.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/590.png,,Grass,Poison,5,0.2,1,,Amoonguss,LevelUp
591,Hutsassa,Amoonguss,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/591.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/591.png,,Grass,Poison,5,0.6,10.5,Foongus,,LevelUp
592,Quabbel,Frillish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/592.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/592.png,,Water,Ghost,5,1.2,33,,Jellicent,LevelUp
593,Apoquallyp,Jellicent,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/593.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/593.png,,Water,Ghost,5,2.2,135,Frillish,,LevelUp
594,Mamolida,Alomomola,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/594.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/594.png,,Water,,5,1.2,31.6,,,LevelUp
595,Wattzapf,Joltik,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/595.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/595.png,,Bug,Electric,5,0.1,0.6,,Galvantula,LevelUp
596,Voltula,Galvantula,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/596.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/596.png,,Bug,Electric,5,0.8,14.3,Joltik,,LevelUp
597,Kastadur,Ferroseed,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/597.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/597.png,,Grass,Steel,5,0.6,18.8,,Ferrothorn,LevelUp
598,Tentantel,Ferrothorn,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/598.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/598.png,,Grass,Steel,5,1,110,Ferroseed,,LevelUp
599,Klikk,Klink,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/599.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/599.png,,Steel,,5,0.3,21,,Klang,LevelUp
600,Kliklak,Klang,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/600.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/600.png,,Steel,,5,0.6,51,Klink,Klinklang,LevelUp
601,Klikdiklak,Klinklang,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/601.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/601.png,,Steel,,5,0.6,81,Klang,,LevelUp
602,Zapplardin,Tynamo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/602.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/602.png,,Electric,,5,0.2,0.3,,Eelektrik,LevelUp
603,Zapplalek,Eelektrik,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/603.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/603.png,,Electric,,5,1.2,22,Tynamo,Eelektross,LevelUp
604,Zapplarang,Eelektross,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/604.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/604.png,,Electric,,5,2.1,80.5,Eelektrik,,useItem
605,Pygraulon,Elgyem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/605.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/605.png,,Psychic,,5,0.5,9,,Beheeyem,LevelUp
606,Megalon,Beheeyem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/606.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/606.png,,Psychic,,5,1,34.5,Elgyem,,LevelUp
607,Lichtel,Litwick,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/607.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/607.png,,Ghost,Fire,5,0.3,3.1,,Lampent,LevelUp
608,Laternecto,Lampent,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/608.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/608.png,,Ghost,Fire,5,0.6,13,Litwick,Chandelure,LevelUp
609,Skelabra,Chandelure,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/609.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/609.png,,Ghost,Fire,5,1,34.3,Lampent,,useItem
610,Milza,Axew,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/610.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/610.png,,Dragon,,5,0.6,18,,Fraxure,LevelUp
611,Sharfax,Fraxure,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/611.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/611.png,,Dragon,,5,1,36,Axew,Haxorus,LevelUp
612,Maxax,Haxorus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/612.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/612.png,,Dragon,,5,1.8,105.5,Fraxure,,LevelUp
613,Petznief,Cubchoo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/613.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/613.png,,Ice,,5,0.5,8.5,,Beartic,LevelUp
614,Siberio,Beartic,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/614.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/614.png,,Ice,,5,2.6,260,Cubchoo,,LevelUp
615,Frigometri,Cryogonal,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/615.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/615.png,,Ice,,5,1.1,148,,,LevelUp
616,Schnuthelm,Shelmet,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/616.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/616.png,,Bug,,5,0.4,7.7,,Accelgor,LevelUp
617,Hydragil,Accelgor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/617.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/617.png,,Bug,,5,0.8,25.3,Shelmet,,trade
618,Flunschlik,Stunfisk,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/618.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/618.png,,Ground,Electric,5,0.7,11,,,LevelUp
619,Lin-Fu,Mienfoo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/619.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/619.png,,Fighting,,5,0.9,20,,Mienshao,LevelUp
620,Wie-Shu,Mienshao,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/620.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/620.png,,Fighting,,5,1.4,35.5,Mienfoo,,LevelUp
621,Shardrago,Druddigon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/621.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/621.png,,Dragon,,5,1.6,139,,,LevelUp
622,Golbit,Golett,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/622.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/622.png,,Ground,Ghost,5,1,92,,Golurk,LevelUp
623,Golgantes,Golurk,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/623.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/623.png,,Ground,Ghost,5,2.8,330,Golett,,LevelUp
624,Gladiantri,Pawniard,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/624.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/624.png,,Dark,Steel,5,0.5,10.2,,Bisharp,LevelUp
625,Caesurio,Bisharp,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/625.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/625.png,,Dark,Steel,5,1.6,70,Pawniard,Kingambit,LevelUp
626,Bisofank,Bouffalant,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/626.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/626.png,,Normal,,5,1.6,94.6,,,LevelUp
627,Geronimatz,Rufflet,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/627.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/627.png,,Normal,Flying,5,0.5,10.5,,Braviary,LevelUp
628,Washakwil,Braviary,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/628.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/628.png,,Normal,Flying,5,1.5,41,Rufflet,,LevelUp
629,Skallyk,Vullaby,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/629.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/629.png,,Dark,Flying,5,0.5,9,,Mandibuzz,LevelUp
630,Grypheldis,Mandibuzz,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/630.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/630.png,,Dark,Flying,5,1.2,39.5,Vullaby,,LevelUp
631,Furnifraß,Heatmor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/631.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/631.png,,Fire,,5,1.4,58,,,LevelUp
632,Fermicula,Durant,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/632.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/632.png,,Bug,Steel,5,0.3,33,,,LevelUp
633,Kapuno,Deino,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/633.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/633.png,,Dark,Dragon,5,0.8,17.3,,Zweilous,LevelUp
634,Duodino,Zweilous,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/634.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/634.png,,Dark,Dragon,5,1.4,50,Deino,Hydreigon,LevelUp
635,Trikephalo,Hydreigon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/635.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/635.png,,Dark,Dragon,5,1.8,160,Zweilous,,LevelUp
636,Ignivor,Larvesta,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/636.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/636.png,,Bug,Fire,5,1.1,28.8,,Volcarona,LevelUp
637,Ramoth,Volcarona,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/637.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/637.png,,Bug,Fire,5,1.6,46,Larvesta,,LevelUp
638,Kobalium,Cobalion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/638.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/638.png,,Steel,Fighting,5,2.1,250,,,LevelUp
639,Terrakium,Terrakion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/639.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/639.png,,Rock,Fighting,5,1.9,260,,,LevelUp
640,Viridium,Virizion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/640.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/640.png,,Grass,Fighting,5,2,200,,,LevelUp
641,Boreos,Tornadus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/641.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/641.png,Incarnate Forme,Flying,,5,1.5,63,,,LevelUp
641,Boreos,Tornadus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/641.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/641.png,Therian Forme,Flying,,5,1.5,63,,,LevelUp
642,Voltolos,Thundurus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/642.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/642.png,Incarnate Forme,Electric,Flying,5,1.5,61,,,LevelUp
642,Voltolos,Thundurus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/642.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/642.png,Therian Forme,Electric,Flying,5,1.5,61,,,LevelUp
643,Reshiram,Reshiram,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/643.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/643.png,,Dragon,Fire,5,3.2,330,,,LevelUp
644,Zekrom,Zekrom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/644.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/644.png,,Dragon,Electric,5,2.9,345,,,LevelUp
645,Demeteros,Landorus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/645.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/645.png,Incarnate Forme,Ground,Flying,5,1.5,68,,,LevelUp
645,Demeteros,Landorus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/645.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/645.png,Therian Forme,Ground,Flying,5,1.5,68,,,LevelUp
646,Kyurem,Kyurem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/646.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/646.png,,Dragon,Ice,5,3,325,,,LevelUp
646,Kyurem,Kyurem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/646.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/646.png,White Kyurem,Dragon,Ice,5,3,325,,,LevelUp
646,Kyurem,Kyurem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/646.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/646.png,Black Kyurem,Dragon,Ice,5,3,325,,,LevelUp
647,Keldeo,Keldeo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/647.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/647.png,Ordinary Form,Water,Fighting,5,1.4,48.5,,,LevelUp
647,Keldeo,Keldeo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/647.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/647.png,Resolute Form,Water,Fighting,5,1.4,48.5,,,LevelUp
648,Meloetta,Meloetta,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/648.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/648.png,Aria Forme,Normal,Psychic,5,0.6,6.5,,,LevelUp
648,Meloetta,Meloetta,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/648.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/648.png,Pirouette Forme,Normal,Fighting,5,0.6,6.5,,,LevelUp
649,Genesect,Genesect,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/649.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/649.png,,Bug,Steel,5,1.5,82.5,,,LevelUp
3,Bisaflor,Venusaur,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/003.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/003.png,Mega Venusaur,Grass,Poison,6,2,100,Ivysaur,,LevelUp
6,Glurak,Charizard,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/006.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/006.png,Mega Charizard X,Fire,Dragon,6,1.7,90.5,Charmeleon,,LevelUp
6,Glurak,Charizard,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/006.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/006.png,Mega Charizard Y,Fire,Flying,6,1.7,90.5,Charmeleon,,LevelUp
9,Turtok,Blastoise,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/009.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/009.png,Mega Blastoise,Water,,6,1.6,85.5,Wartortle,,LevelUp
15,Bibor,Beedrill,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/015.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/015.png,Mega Beedrill,Bug,Poison,6,1,29.5,Kakuna,,LevelUp
18,Tauboss,Pidgeot,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/018.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/018.png,Mega Pidgeot,Normal,Flying,6,1.5,39.5,Pidgeotto,,LevelUp
65,Simsala,Alakazam,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/065.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/065.png,Mega Alakazam,Psychic,,6,1.5,48,Kadabra,,trade
80,Lahmus,Slowbro,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/080.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/080.png,Mega Slowbro,Water,Psychic,6,1.6,78.5,Slowpoke,,LevelUp
94,Gengar,Gengar,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/094.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/094.png,Mega Gengar,Ghost,Poison,6,1.5,40.5,Haunter,,trade
115,Kangama,Kangaskhan,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/115.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/115.png,Mega Kangaskhan,Normal,,6,2.2,80,,,LevelUp
127,Pinsir,Pinsir,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/127.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/127.png,Mega Pinsir,Bug,Flying,6,1.5,55,,,LevelUp
130,Garados,Gyarados,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/130.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/130.png,Mega Gyarados,Water,Dark,6,6.5,235,Magikarp,,LevelUp
142,Aerodactyl,Aerodactyl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/142.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/142.png,Mega Aerodactyl,Rock,Flying,6,1.8,59,,,LevelUp
150,Mewtu,Mewtwo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/150.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/150.png,Mega Mewtwo X,Psychic,Fighting,6,2,122,,,LevelUp
150,Mewtu,Mewtwo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/150.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/150.png,Mega Mewtwo Y,Psychic,,6,2,122,,,LevelUp
181,Ampharos,Ampharos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/181.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/181.png,Mega Ampharos,Electric,Dragon,6,1.4,61.5,Flaaffy,,LevelUp
208,Stahlos,Steelix,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/208.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/208.png,Mega Steelix,Steel,Ground,6,9.2,400,Onix,,trade
212,Scherox,Scizor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/212.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/212.png,Mega Scizor,Bug,Steel,6,1.8,118,Scyther,,trade
214,Skaraborn,Heracross,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/214.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/214.png,Mega Heracross,Bug,Fighting,6,1.5,54,,,LevelUp
229,Hundemon,Houndoom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/229.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/229.png,Mega Houndoom,Dark,Fire,6,1.4,35,Houndour,,LevelUp
248,Despotar,Tyranitar,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/248.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/248.png,Mega Tyranitar,Rock,Dark,6,2,202,Pupitar,,LevelUp
254,Gewaldro,Sceptile,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/254.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/254.png,Mega Sceptile,Grass,Dragon,6,1.7,52.2,Grovyle,,LevelUp
257,Lohgock,Blaziken,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/257.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/257.png,Mega Blaziken,Fire,Fighting,6,1.9,52,Combusken,,LevelUp
260,Sumpex,Swampert,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/260.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/260.png,Mega Swampert,Water,Ground,6,1.5,81.9,Marshtomp,,LevelUp
